chunk_id,content,meta_Knowledge_Base,meta_source,meta_Main_Topic,meta_Sub_Section,meta_Sub_Sub_Section,meta_Detail_Section
1406,"Pixels"" that an [image sensor] or [digital camera] has is the count of [pixel] sensors that contribute to the final image (including pixels not in said image but nevertheless support the image filtering process), as opposed to the number of total pixels, which includes unused or light-shielded pixels around the edges.",The overlapped areas then appear 3D under the stereoscope.Figure 12: An example of a mirror stereoscope.,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Image resolution,Types,Pixel count,
1407,"An image of N pixels height by M pixels wide can have any resolution less than N lines per picture height, or N TV lines. But when the pixel counts are referred to as ""resolution"", the convention is to describe the pixel resolution with the set of two positive [integer] numbers, where the first number is the number of pixel columns (width) and the second is the number of pixel rows (height), for example as 7680 × 6876. Another popular convention is to cite resolution as the total number of",The overlapped areas then appear 3D under the stereoscope.Figure 12: An example of a mirror stereoscope.,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Image resolution,Types,Pixel count,
1408,"is to cite resolution as the total number of pixels in the image, typically given as number of [megapixel]s, which can be calculated by multiplying pixel columns by pixel rows and dividing by one million. Other conventions include describing pixels per length unit or pixels per area unit, such as [pixels per inch] or per square inch. None of these pixel resolutions are true resolutions, but they are widely referred to as such; they serve as [upper bound]s on image resolution.",The overlapped areas then appear 3D under the stereoscope.Figure 12: An example of a mirror stereoscope.,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Image resolution,Types,Pixel count,
1409,"Below is an illustration of how the same image might appear at different pixel resolutions, if the pixels were poorly rendered as sharp squares (normally, a smooth image reconstruction from pixels would be preferred, but for illustration of pixels, the sharp squares make the point better).",The overlapped areas then appear 3D under the stereoscope.Figure 12: An example of a mirror stereoscope.,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Image resolution,Types,Pixel count,
1410,"An image that is 2048 pixels in width and 1536 pixels in height has a total of 2048×1536 = 3,145,728 pixels or 3.1 megapixels.  One could refer to it as 2048 by 1536 or a 3.1-megapixel image. The image would be a very low-quality image (72ppi) if printed at about 28.5 inches wide, but a very good-quality image (300ppi) if printed at about 7 inches wide.",The overlapped areas then appear 3D under the stereoscope.Figure 12: An example of a mirror stereoscope.,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Image resolution,Types,Pixel count,
1411,"The number of photodiodes in a color [digital camera] image sensor is often a multiple of the number of pixels in the image it produces, because information from an array of color [image sensors] is used to reconstruct the color of a single pixel. The image has to be interpolated or [demosaic]ed to produce all three colors for each output pixel.",The overlapped areas then appear 3D under the stereoscope.Figure 12: An example of a mirror stereoscope.,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Image resolution,Types,Pixel count,
1412,"#### Spatial resolution
> Main: Spatial resolution  
> Further: Focus (optics)  
The terms blurriness and sharpness are used for digital images, but other descriptors are used to reference the hardware capturing and displaying the images.  
Spatial resolution in radiology is the ability of the imaging modality to differentiate two objects. Low spatial resolution techniques will be unable to differentiate between two objects that are relatively close together.",The overlapped areas then appear 3D under the stereoscope.Figure 12: An example of a mirror stereoscope.,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Image resolution,Types,Spatial resolution,
1413,1951 USAF resolution test target is a classic test target used to determine spatial resolution of imaging sensors and imaging systems.]],The overlapped areas then appear 3D under the stereoscope.Figure 12: An example of a mirror stereoscope.,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Image resolution,Types,Spatial resolution,
1414,"The measure of how closely lines can be resolved in an image is called spatial resolution, and it depends on properties of the system creating the image, not just the pixel resolution in [pixels per inch] (ppi). For practical purposes, the clarity of the image is decided by its spatial resolution, not the number of pixels in an image. In effect, spatial resolution is the number of independent pixel values per unit length.",The overlapped areas then appear 3D under the stereoscope.Figure 12: An example of a mirror stereoscope.,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Image resolution,Types,Spatial resolution,
1415,"The spatial resolution of consumer displays ranges from 50 to 800 pixel lines per inch.  With scanners, [optical resolution] is sometimes used to distinguish spatial resolution from the number of pixels per inch.",The overlapped areas then appear 3D under the stereoscope.Figure 12: An example of a mirror stereoscope.,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Image resolution,Types,Spatial resolution,
1416,"In [remote sensing], spatial resolution is typically limited by [diffraction limit|diffraction], as well as by aberrations, imperfect focus, and atmospheric distortion. The [ground sample distance] (GSD) of an image, the pixel spacing on the Earth's surface, is typically considerably smaller than the resolvable spot size.",The overlapped areas then appear 3D under the stereoscope.Figure 12: An example of a mirror stereoscope.,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Image resolution,Types,Spatial resolution,
1417,"In [astronomy], one often measures spatial resolution in data points per arcsecond subtended at the point of observation, because the physical distance between objects in the image depends on their distance away and this varies widely with the object of interest.  On the other hand, in [electron microscopy], line or fringe resolution is the minimum separation detectable between adjacent parallel lines (e.g., between planes of atoms), whereas point resolution is instead the minimum separation",The overlapped areas then appear 3D under the stereoscope.Figure 12: An example of a mirror stereoscope.,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Image resolution,Types,Spatial resolution,
1418,"resolution is instead the minimum separation between adjacent points that can be both detected and interpreted e.g., as adjacent columns of atoms, for instance.  The former often helps one detect periodicity in specimens, whereas the latter (although more difficult to achieve) is key to visualizing how individual atoms interact.",The overlapped areas then appear 3D under the stereoscope.Figure 12: An example of a mirror stereoscope.,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Image resolution,Types,Spatial resolution,
1419,"In Stereoscopic 3D images, spatial resolution could be defined as the spatial information recorded or captured by two viewpoints of a [stereo camera] (left and right camera).",The overlapped areas then appear 3D under the stereoscope.Figure 12: An example of a mirror stereoscope.,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Image resolution,Types,Spatial resolution,
