问题,出现总次数,出现的数据集数量,出现的数据集列表
Which of the following objects is visible in the bottom left corner of the image?,5,1,Landsat30-AU-VQA-train
What is the relationship between the field boundaries and the bare soil in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between cultivated fields and natural vegetation in the image?,1,1,Landsat30-AU-VQA-train
How many bridges are visible in the image?,1,1,Landsat30-AU-VQA-train
How many rivers can be observed in the image?,4,1,Landsat30-AU-VQA-train
How many distinct ponds or lakes can be identified in the image?,4,1,Landsat30-AU-VQA-train
What is the spatial relationship between the artificial surfaces and the water body in the upper right of the image?,1,1,Landsat30-AU-VQA-train
How many irrigated circles are visible in the image?,1,1,Landsat30-AU-VQA-train
How many distinct areas of bare surfaces can be observed in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the vegetated patches and the bare ground in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and the agricultural plots?,1,1,Landsat30-AU-VQA-train
Which type of land cover is most prominent in the central and upper part of the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects can be seen in the lower part of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the sandbar and the water in the image?,1,1,Landsat30-AU-VQA-train
"What is the spatial relation between the dense forest and the lighter, patchy areas in the image?",1,1,Landsat30-AU-VQA-train
Which land cover type is most dominant in the image?,1,1,Landsat30-AU-VQA-train
How many distinct beaches can be observed along the coastline in the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects is visible in the lower left part of the image?,2,1,Landsat30-AU-VQA-train
Which of the following features is visible and meandering through the center of the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects is clearly visible along the right edge of the image?,1,1,Landsat30-AU-VQA-train
How many towns can be seen crossing the image?,1,1,Landsat30-AU-VQA-train
What type of scene is depicted in this image?,3,1,Landsat30-AU-VQA-train
What is the dominant land cover type in the central area of the image?,1,1,Landsat30-AU-VQA-train
Where is the bare surface located in relation to the vegetation?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and the cropland?,4,1,Landsat30-AU-VQA-train
How many islets are visible in the image?,1,1,Landsat30-AU-VQA-train
Which type of landscape is most prominently shown in this image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the burn scar and the cultivated fields?,1,1,Landsat30-AU-VQA-train
How many distinct circular fields can be observed in the image?,1,1,Landsat30-AU-VQA-train
What type of land-cover is most prominent in the image?,1,1,Landsat30-AU-VQA-train
How many distinct water bodies (lakes or ponds) can be seen in the image?,2,1,Landsat30-AU-VQA-train
What is the spatial relationship between the sandy surfaces and the water body in the image?,1,1,Landsat30-AU-VQA-train
Which type of land cover dominates the right side of the image?,3,1,Landsat30-AU-VQA-train
What is the spatial relationship between the water body and the cultivated terrestrial vegetation in the image?,1,1,Landsat30-AU-VQA-train
How many patches of clouds are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between bare ground and natural vegetation in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated vegetation and the coastline in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the natural terrestrial vegetation and the river/stream in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the road corridors and the cropland?,1,1,Landsat30-AU-VQA-train
How many distinct open pit mine zones can be observed in the image?,1,1,Landsat30-AU-VQA-train
How many distinct green fields are visible in the bottom right part of the image?,1,1,Landsat30-AU-VQA-train
Where is the open pit mine located in relation to the cropland?,1,1,Landsat30-AU-VQA-train
How many distinct river features are visible in the image?,2,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and the water body in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cropland and the forested areas?,1,1,Landsat30-AU-VQA-train
How many distinct cloud shadows can be observed in the image?,2,1,Landsat30-AU-VQA-train
What is the spatial relationship between bare surfaces and terrestrial vegetation in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the bare surface and the rock outcrops?,1,1,Landsat30-AU-VQA-train
Which type of land cover predominantly appears in this image?,1,1,Landsat30-AU-VQA-train
How many distinct oxbow bends are visible in the river within the image?,1,1,Landsat30-AU-VQA-train
How many distinct airstrips can be observed in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cropland and the forested areas in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the water body and the surrounding bare surface?,1,1,Landsat30-AU-VQA-train
How many main watercourses (such as rivers or tributaries) are visible in the image?,1,1,Landsat30-AU-VQA-train
How many distinct roads can be seen in the image?,2,1,Landsat30-AU-VQA-train
How many distinct golf courses can be observed crossing the image?,1,1,Landsat30-AU-VQA-train
Which of the following is visible in the bottom area of the image?,1,1,Landsat30-AU-VQA-train
How many distinct lakes can be observed in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cropland fields and the small town in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated plots and the natural vegetation?,1,1,Landsat30-AU-VQA-train
How many clouds can be observed in the image?,2,1,Landsat30-AU-VQA-train
Which of the following objects can be seen in the bottom right part of the image?,2,1,Landsat30-AU-VQA-train
How many distinct patches of bare or recently tilled fields can be seen in the image?,1,1,Landsat30-AU-VQA-train
How many distinct watercourses (rivers or streams) can be observed in the image?,1,1,Landsat30-AU-VQA-train
How many distinct landmasses are visible in the bottom part of the image?,1,1,Landsat30-AU-VQA-train
Which of the following is present in the image?,8,1,Landsat30-AU-VQA-train
How many major stream or river channels are visible in the image?,1,1,Landsat30-AU-VQA-train
Which land cover type dominates the upper part of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and the bare soil in the image?,1,1,Landsat30-AU-VQA-train
What best describes the spatial relation of the visible surface features in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated fields and the patches of natural vegetation?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the lake and the surrounding land?,1,1,Landsat30-AU-VQA-train
Which of the following objects is present in the bottom left part of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the river and the bare surfaces?,3,1,Landsat30-AU-VQA-train
What is the spatial relation between the cultivated fields and the forest?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated fields and the ocean?,1,1,Landsat30-AU-VQA-train
What is the relationship between the river and the surrounding vegetation in the image?,1,1,Landsat30-AU-VQA-train
What is the dominant land-cover type in the central and right part of the image?,1,1,Landsat30-AU-VQA-train
How many distinct water bodies (such as ponds) are visible in the bottom right section of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the water and the vegetation in the image?,1,1,Landsat30-AU-VQA-train
Which land cover type is most dominant in this image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the rivers and the cropland in the image?,1,1,Landsat30-AU-VQA-train
What is the dominant type of environment shown in the image?,2,1,Landsat30-AU-VQA-train
How many ponds or lakes can be observed in the image?,1,1,Landsat30-AU-VQA-train
How many distinct road segments can be seen in the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects is clearly visible in the bottom left area of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the sandy beach and the water?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cultivated cropland and the natural terrestrial vegetation?,2,1,Landsat30-AU-VQA-train
What is the spatial relationship between the coastline and the water surface in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the river and the irrigated fields in the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects can be seen winding through the image from top to bottom?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the bare soil and the cultivated plots in the image?,1,1,Landsat30-AU-VQA-train
Which type of land cover is most prominently shown in this image?,1,1,Landsat30-AU-VQA-train
How many towns are visible crossing the image?,3,1,Landsat30-AU-VQA-train
